,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,1.0,0.530303030303,0.530303030303,0.530303030303,0.530303030303,0.530303030303,0.530303030303,0.530303030303,0.530303030303,0.530303030303,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.80303030303,0.80303030303,0.80303030303,0.80303030303,0.80303030303,0.80303030303,0.80303030303,0.80303030303,0.727272727273,0.727272727273,0.727272727273,0.727272727273,0.727272727273,0.727272727273,0.727272727273,0.757575757576,0.757575757576,0.757575757576,0.757575757576,0.757575757576,0.757575757576,0.545454545455,0.545454545455,0.545454545455,0.545454545455,0.545454545455,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.712121212121,0.712121212121,0.712121212121,0.681818181818,0.681818181818,0.954545454545
1,0.924242424242,0.939393939394,0.924242424242,0.924242424242,0.924242424242,0.924242424242,0.924242424242,0.924242424242,0.924242424242,0.924242424242,0.954545454545,0.954545454545,0.954545454545,0.954545454545,0.954545454545,0.954545454545,0.954545454545,0.954545454545,0.954545454545,0.409090909091,0.409090909091,0.409090909091,0.409090909091,0.409090909091,0.409090909091,0.409090909091,0.409090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.939393939394,0.939393939394,0.939393939394,0.939393939394,0.939393939394,0.939393939394,0.848484848485,0.848484848485,0.848484848485,0.848484848485,0.848484848485,0.939393939394,0.939393939394,0.939393939394,0.939393939394,0.924242424242,0.924242424242,0.924242424242,0.924242424242,0.924242424242,0.878787878788
2,0.651515151515,0.651515151515,0.969696969697,0.651515151515,0.651515151515,0.651515151515,0.651515151515,0.651515151515,0.651515151515,0.651515151515,0.681818181818,0.681818181818,0.681818181818,0.681818181818,0.681818181818,0.681818181818,0.681818181818,0.681818181818,0.681818181818,0.893939393939,0.893939393939,0.893939393939,0.893939393939,0.893939393939,0.893939393939,0.893939393939,0.893939393939,0.257575757576,0.257575757576,0.257575757576,0.257575757576,0.257575757576,0.257575757576,0.257575757576,0.772727272727,0.772727272727,0.772727272727,0.772727272727,0.772727272727,0.772727272727,0.651515151515,0.651515151515,0.651515151515,0.651515151515,0.651515151515,0.621212121212,0.621212121212,0.621212121212,0.621212121212,0.666666666667,0.666666666667,0.666666666667,0.606060606061,0.606060606061,0.909090909091
3,0.288888888889,0.288888888889,0.288888888889,1.0,0.288888888889,0.288888888889,0.288888888889,0.288888888889,0.288888888889,0.288888888889,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.466666666667,0.466666666667,0.466666666667,0.466666666667,0.466666666667,0.466666666667,0.466666666667,0.466666666667,0.422222222222,0.422222222222,0.422222222222,0.422222222222,0.422222222222,0.422222222222,0.422222222222,0.177777777778,0.177777777778,0.177777777778,0.177777777778,0.177777777778,0.177777777778,0.244444444444,0.244444444444,0.244444444444,0.244444444444,0.244444444444,0.4,0.4,0.4,0.4,0.422222222222,0.422222222222,0.422222222222,0.4,0.4,0.555555555556
4,0.765625,0.765625,0.765625,0.765625,0.828125,0.765625,0.765625,0.765625,0.765625,0.765625,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.765625,0.765625,0.765625,0.765625,0.765625,0.765625,0.765625,0.765625,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.375,0.375,0.375,0.375,0.375,0.921875,0.921875,0.921875,0.921875,0.859375,0.859375,0.859375,0.84375,0.84375,0.84375
5,0.791666666667,0.791666666667,0.791666666667,0.791666666667,0.791666666667,0.986111111111,0.791666666667,0.791666666667,0.791666666667,0.791666666667,0.805555555556,0.805555555556,0.805555555556,0.805555555556,0.805555555556,0.805555555556,0.805555555556,0.805555555556,0.805555555556,0.583333333333,0.583333333333,0.583333333333,0.583333333333,0.583333333333,0.583333333333,0.583333333333,0.583333333333,0.763888888889,0.763888888889,0.763888888889,0.763888888889,0.763888888889,0.763888888889,0.763888888889,0.833333333333,0.833333333333,0.833333333333,0.833333333333,0.833333333333,0.833333333333,0.638888888889,0.638888888889,0.638888888889,0.638888888889,0.638888888889,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.569444444444,0.569444444444,0.569444444444,0.736111111111,0.736111111111,0.833333333333
6,0.842857142857,0.842857142857,0.842857142857,0.842857142857,0.842857142857,0.842857142857,0.971428571429,0.842857142857,0.842857142857,0.842857142857,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.914285714286,0.914285714286,0.914285714286,0.914285714286,0.914285714286,0.914285714286,0.914285714286,0.9,0.9,0.9,0.9,0.9,0.9,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.328571428571,0.328571428571,0.328571428571,0.771428571429,0.771428571429,0.885714285714
7,0.830985915493,0.830985915493,0.830985915493,0.830985915493,0.830985915493,0.830985915493,0.830985915493,0.957746478873,0.830985915493,0.830985915493,0.87323943662,0.87323943662,0.87323943662,0.87323943662,0.87323943662,0.87323943662,0.87323943662,0.87323943662,0.87323943662,0.760563380282,0.760563380282,0.760563380282,0.760563380282,0.760563380282,0.760563380282,0.760563380282,0.760563380282,0.887323943662,0.887323943662,0.887323943662,0.887323943662,0.887323943662,0.887323943662,0.887323943662,0.887323943662,0.887323943662,0.887323943662,0.887323943662,0.887323943662,0.887323943662,0.704225352113,0.704225352113,0.704225352113,0.704225352113,0.704225352113,0.816901408451,0.816901408451,0.816901408451,0.816901408451,0.56338028169,0.56338028169,0.56338028169,0.323943661972,0.323943661972,0.887323943662
8,0.756756756757,0.756756756757,0.756756756757,0.756756756757,0.756756756757,0.756756756757,0.756756756757,0.756756756757,0.864864864865,0.756756756757,0.783783783784,0.783783783784,0.783783783784,0.783783783784,0.783783783784,0.783783783784,0.783783783784,0.783783783784,0.783783783784,0.891891891892,0.891891891892,0.891891891892,0.891891891892,0.891891891892,0.891891891892,0.891891891892,0.891891891892,0.797297297297,0.797297297297,0.797297297297,0.797297297297,0.797297297297,0.797297297297,0.797297297297,0.905405405405,0.905405405405,0.905405405405,0.905405405405,0.905405405405,0.905405405405,0.756756756757,0.756756756757,0.756756756757,0.756756756757,0.756756756757,0.783783783784,0.783783783784,0.783783783784,0.783783783784,0.810810810811,0.810810810811,0.810810810811,0.797297297297,0.797297297297,0.5
9,0.761904761905,0.761904761905,0.761904761905,0.761904761905,0.761904761905,0.761904761905,0.761904761905,0.761904761905,0.761904761905,0.72619047619,0.702380952381,0.702380952381,0.702380952381,0.702380952381,0.702380952381,0.702380952381,0.702380952381,0.702380952381,0.702380952381,0.690476190476,0.690476190476,0.690476190476,0.690476190476,0.690476190476,0.690476190476,0.690476190476,0.690476190476,0.678571428571,0.678571428571,0.678571428571,0.678571428571,0.678571428571,0.678571428571,0.678571428571,0.785714285714,0.785714285714,0.785714285714,0.785714285714,0.785714285714,0.785714285714,0.654761904762,0.654761904762,0.654761904762,0.654761904762,0.654761904762,0.619047619048,0.619047619048,0.619047619048,0.619047619048,0.595238095238,0.595238095238,0.595238095238,0.607142857143,0.607142857143,0.619047619048
