,0,0,0
0,1_2,0.0548046899813,0.213822866821
1,1_3,0.00490331998107,0.000940974209959
2,1_4,0.0174854015927,0.02218611288
3,1_5,0.057822588554,0.221848669309
4,1_8,0.00743649090072,0.00258068438048
5,1_9,0.00645495152598,0.00192752428739
6,1_10,0.0117479442291,0.0082308194454
7,1_21,0.00408017388561,0.000594392218097
8,2_3,0.0383908093418,0.143487479827
9,2_4,0.107935540189,0.538579358926
10,2_5,0.194209279038,1.32234628473
11,2_8,0.0524879487115,0.192780565193
12,2_9,0.0503013243893,0.182496581758
13,2_10,0.0659970480893,0.245284699762
14,2_21,0.0332626726321,0.126431114757
15,3_4,0.0115034159641,0.0119699280318
16,3_5,0.0415734720628,0.14913347772
17,3_8,0.00821544849905,0.00261072580813
18,3_9,0.00888550247946,0.00303364700181
19,3_10,0.012135689794,0.00747118437393
20,3_21,0.00541167681707,0.0014841308954
21,4_5,0.112771422932,0.531219258481
22,4_8,0.0233217715965,0.0313846943312
23,4_9,0.0204475080136,0.0246540076285
24,4_10,0.0320245657245,0.0512305074404
25,4_21,0.00822566868796,0.00900066001794
26,5_8,0.0618891289698,0.230719408952
27,5_9,0.0576817016488,0.207953085978
28,5_10,0.0802763339252,0.316710022865
29,5_21,0.0321274499792,0.118525503187
30,8_9,0.0155882140247,0.0099665995138
31,8_10,0.0220386609628,0.0223039696095
32,8_21,0.00472978461265,0.00129652029631
33,9_10,0.0229950670571,0.023790358294
34,9_21,0.00529424978847,0.00143720232778
35,10_21,0.0079658765968,0.00467794648192
