,0,0,1,2,3,4,5,6,7,8,9,0,0,0,1,2,3,4,5,6,7,8,9,0,0
0,1_2,0.80303030303,0.787878787879,0.787878787879,0.69696969697,0.69696969697,0.666666666667,0.69696969697,0.742424242424,0.712121212121,0.757575757576,0.734848484848,0.045074166002,0.818933823529,0.823529411765,0.831801470588,0.768382352941,0.790441176471,0.817095588235,0.715992647059,0.786764705882,0.773897058824,0.852941176471,0.797977941176,0.0373930676955
1,1_4,0.757575757576,0.772727272727,0.772727272727,0.757575757576,0.636363636364,0.757575757576,0.757575757576,0.787878787879,0.69696969697,0.818181818182,0.751515151515,0.0480090288417,0.832720588235,0.84375,0.809742647059,0.764705882353,0.825367647059,0.839154411765,0.761948529412,0.846507352941,0.786764705882,0.885110294118,0.819577205882,0.0370121498291
2,1_5,0.757575757576,0.757575757576,0.787878787879,0.727272727273,0.666666666667,0.742424242424,0.727272727273,0.69696969697,0.712121212121,0.787878787879,0.736363636364,0.0366152908291,0.798713235294,0.829963235294,0.850183823529,0.758272058824,0.798713235294,0.825367647059,0.760110294118,0.775735294118,0.803308823529,0.863051470588,0.806341911765,0.0340124449685
3,1_8,0.80303030303,0.818181818182,0.757575757576,0.712121212121,0.681818181818,0.787878787879,0.787878787879,0.712121212121,0.712121212121,0.833333333333,0.760606060606,0.0501604404765,0.817095588235,0.844669117647,0.805147058824,0.739889705882,0.808823529412,0.827205882353,0.777573529412,0.792279411765,0.821691176471,0.890625,0.8125,0.0379852542643
4,1_9,0.742424242424,0.787878787879,0.772727272727,0.727272727273,0.712121212121,0.818181818182,0.772727272727,0.742424242424,0.666666666667,0.848484848485,0.759090909091,0.05,0.797794117647,0.833639705882,0.798713235294,0.737132352941,0.787683823529,0.862132352941,0.755514705882,0.779411764706,0.776654411765,0.884191176471,0.801286764706,0.0437287547279
5,1_10,0.787878787879,0.80303030303,0.818181818182,0.772727272727,0.681818181818,0.833333333333,0.742424242424,0.712121212121,0.651515151515,0.863636363636,0.766666666667,0.0650633653139,0.794117647059,0.844669117647,0.840992647059,0.783088235294,0.809742647059,0.868566176471,0.773897058824,0.804227941176,0.783088235294,0.893382352941,0.819577205882,0.0382954534151
6,1_21,0.787878787879,0.757575757576,0.69696969697,0.681818181818,0.712121212121,0.787878787879,0.727272727273,0.712121212121,0.712121212121,0.833333333333,0.740909090909,0.0461810625883,0.818014705882,0.833639705882,0.783088235294,0.730698529412,0.796875,0.863051470588,0.773897058824,0.810661764706,0.799632352941,0.869485294118,0.807904411765,0.039406465705
7,1_22,0.80303030303,0.863636363636,0.712121212121,0.772727272727,0.727272727273,0.787878787879,0.712121212121,0.742424242424,0.757575757576,0.818181818182,0.769696969697,0.046847347981,0.856617647059,0.863051470588,0.822610294118,0.790441176471,0.792279411765,0.872242647059,0.761948529412,0.839154411765,0.839154411765,0.878676470588,0.831617647059,0.037107319022
8,2_4,0.787878787879,0.772727272727,0.772727272727,0.80303030303,0.681818181818,0.727272727273,0.712121212121,0.712121212121,0.666666666667,0.80303030303,0.743939393939,0.047649046041,0.809742647059,0.784007352941,0.820772058824,0.789522058824,0.779411764706,0.806985294118,0.728860294118,0.769301470588,0.717830882353,0.830882352941,0.783731617647,0.0352516067896
