,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,-0.370710637548,0.00632383276412,-0.0721826340464,0.11649649784,-0.0298819725722,-0.114758633496,-0.119905317724,-0.61211990682,-0.0526370538941,-0.442521205363,-0.135328067007,-0.362458464693,-0.547070900844,-0.0650842242571,-0.000173523040885,-0.0732269208897,-0.0514656142015,-0.410482452268,0.0693949332457,0.241471493513,0.387603396971,0.0546416934213,0.662050769034,0.0252862348879,0.182119173565,0.0561242396311,-0.037916751188,-0.0107503120047,-0.318233212522,-0.234495820138,0.0912463823624,-0.17099509717,-0.654293656159
1,-0.377736492431,-0.156383264745,-0.163576998811,0.0704973187422,0.0150994121128,-0.179555482241,-0.419408938933,-0.61955770708,-0.67527125888,-1.12501832572,-0.342301258489,-0.341987580529,-0.452281507473,-0.444366616965,0.249183982181,-0.0894527756005,-0.0700641149968,-0.440490095279,0.204898755043,1.00751134419,0.373628999264,0.222448004149,0.575152998615,0.293366973786,0.163257076359,-0.0384762393702,0.0920936573792,-0.138637316705,-0.268677204831,-0.214851607802,0.356805489525,-0.496734574742,-0.638270774937
2,-0.407097516263,-0.223303589163,-0.0806565486429,0.0462227470524,0.0109276483405,-0.101436371157,-0.371142015774,-0.68582501595,-0.463115880421,-1.12510591889,-0.396641378748,-0.384362344754,-0.419918974392,-0.36808329015,0.266450219443,-0.0687168802167,0.00159659180988,-0.463293489298,0.167434876446,0.671556971673,0.381417552659,0.238497993757,0.436542287712,0.334399877662,0.141283571456,0.0234119687939,0.0870548649842,-0.11110221207,-0.204132844499,-0.162375440404,0.261759947214,-0.598602835775,-0.525227863036
3,-0.370649319012,-0.303093051179,-0.160309366613,-0.0389160850515,0.0586520620444,-0.0918544357022,-0.486473199999,-0.578527810717,-0.576285589998,-1.06348058278,-0.306891327045,-0.307033903355,-0.346132732994,-0.305205162397,0.340496581628,-0.122987830026,0.0771232994046,-0.432740518495,0.207409201048,0.860256236159,0.306749321579,0.217273464826,0.556336795493,0.279970801194,0.154125280284,-0.0497671824827,0.159025343678,-0.12398503704,-0.326895937976,-0.205082039759,0.350270614156,-0.602717871666,-0.593599994312
4,-0.328806938514,-0.0969651886252,-0.133110190105,0.0898506962118,-0.00518629142631,-0.132472875443,-0.569720519344,-0.634557912952,-0.425744796497,-1.10470214393,-0.322844306776,-0.306623502187,-0.581659503024,-0.277760723317,0.357480016637,-0.0513669848321,-0.0363968897521,-0.375572861256,0.16144880794,0.769256054089,0.419626704357,0.194427211454,0.653389592462,0.436765509911,0.195803838104,0.0195577380937,0.185835187563,-0.11369303339,-0.244168757164,-0.208911001003,0.321032232939,-0.504719020989,-0.638063069644
5,-0.168191691556,-0.127819670215,0.0214600940436,0.0657540534267,-0.0326908446161,-0.0231885803395,-0.331744101583,-0.696348452441,-0.57326358217,-0.451532835028,-0.381240684051,-0.175341329793,-0.264730173107,-0.342424909262,0.315558866659,-0.0434530813776,0.0287375894394,-0.174905466561,0.204874746059,0.449800755095,0.203905699434,0.0939434898945,0.230345315891,0.184601098804,0.135589428034,0.00769894672418,0.0915350824352,-0.0920717075583,-0.0897650541238,-0.133708386089,0.405226724059,-0.619441833716,-0.281511644363
6,0.184244014051,0.0620383012157,0.103096003328,0.127504089745,0.0529686062105,0.0794540124277,0.207770051357,0.274064398356,0.387473623958,0.280561633752,-0.515336038316,-0.50824652096,-0.706382195321,0.16173714137,0.497854986106,0.0058922111798,0.1013124842,0.175179519215,0.278153081839,-0.422048645033,0.510149350212,0.339376490765,-0.412339972572,-0.250397191145,-0.0916372745197,0.134458020804,-0.144280281507,-0.0141674453827,-0.470278946966,0.132291487218,0.602785867182,-0.829225502312,-0.849877175624
7,-0.400614558517,-0.310835752893,-0.00375395190427,0.0910790083909,0.0314994477803,-0.0736422337684,-0.464804501748,-0.495984940337,-0.633049901255,-1.20337178844,-0.292716038353,-0.370910731923,-0.415660976612,-0.303159906359,0.292670284055,-0.00709914848807,0.143462721205,-0.45083744296,0.194766318921,0.914185434346,0.400861738036,0.263572060001,0.542104986837,0.279271042058,0.17287713928,-0.00566918447018,0.0640680272689,-0.12635082541,-0.270630553118,-0.0804894961135,0.439151746793,-0.628616716978,-0.619818716412
8,-0.277784727704,-0.147607580773,-0.190689782838,0.0772214414528,-0.0594086713941,-0.129217653245,-0.322182302227,-0.436388975471,-0.324505149409,-1.44936101985,-0.508757634167,-0.495883475854,-0.695553374525,-0.280652533173,0.180216263307,-0.0487450136367,0.0424398868458,-0.272583838132,0.270485567996,1.34187157829,0.503902771595,0.166474710054,0.368037134963,0.237435998125,0.096853222389,0.0676844751088,0.224332543364,-0.0125264575657,-0.48056625317,-0.0597481067275,0.221134380881,-0.812583643342,-0.837499008476
9,-0.396480489891,-0.144008940591,-0.0582909655652,0.0580466612582,-0.0464593194615,-0.108799347233,-0.596769404998,-0.351232775532,-0.30962682054,-1.12526008026,-0.223760530577,-0.248660248228,-0.51730398507,-0.429568253574,0.337468808569,-0.178473871992,0.0774752150789,-0.481398734898,0.180291191886,0.542984388912,0.418254388711,0.166583398824,0.306290316479,0.407949783558,0.100352964041,-0.0462149025776,0.151982162011,-0.158535106422,-0.140116798385,-0.202814399952,0.194063584055,-0.300384842015,-0.636355702
